nom,prix,prix_original,categorie,marque,promotion,disponibilite,image_url,store_name
ASSAISONEMENT POULET EPICE GOUT BARBECUE 52G IDEAL,10.9,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1240595-300x300.jpg,aswak_assalam
ASSAISONEMENT POULET EPICES GOUT GRILLADE 32G IDEAL,10.9,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1240593-300x300.jpg,aswak_assalam
ASSAISONNEMENT CHAWARMA POULET 30G JAVANA,16.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1026582-300x300.jpg,aswak_assalam
ASSAISONNEMENT GRILLADE 40G JAVANA,12.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1026581-300x300.jpg,aswak_assalam
BABA GHANNOUGE PRET A MANGER 385G AL WADI,46.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1241013-300x300.jpg,aswak_assalam
BASILIC 12G HARMONY,11.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1260268-300x300.jpg,aswak_assalam
BICARBONATE DE SOUDE 250G DUCROS,32.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1239822-300x300.jpg,aswak_assalam
BLE 10 MIN CUISSON 500G EBLY,34.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/72310-300x300.jpg,aswak_assalam
BLE DUR PRECUIT 1KG EBLY,64.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/72312-300x300.jpg,aswak_assalam
BLE DUR PRECUIT 500G AMGALITA,28.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1232755-300x300.jpg,aswak_assalam
BLE TENDRES PERLES BOITE 2 SACHETS*175G TIPIAK,43.3,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1245221-300x300.jpg,aswak_assalam
BOUILLON 3EN1 AU SAFRAN PUR 8 CUBES IDEAL,10.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/173090-300x300.jpg,aswak_assalam
BOUILLON ALLEGE EN SEL 8 CUBES IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/163866-300x300.jpg,aswak_assalam
BOUILLON BOEUF 12L KNORR,22.3,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/28060-300x300.jpg,aswak_assalam
BOUILLON BOEUF 24 CUBES IDEAL,20.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/145409-300x300.jpg,aswak_assalam
BOUILLON BOEUF 6 CUBES + 2 GRATUITS KNORR,5.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/179545-300x300.jpg,aswak_assalam
BOUILLON BUF 8 CUBES KNORR ( 7 ACHETES = 1 GRATUIT ),7.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1241776-300x300.jpg,aswak_assalam
BOUILLON DAMTI BOEUF 8 CUBES IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/33976-300x300.jpg,aswak_assalam
BOUILLON DAMTI SMEN 8 CUBES IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/163864-300x300.jpg,aswak_assalam
BOUILLON MOUTON 12L KNORR,22.3,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/31583-300x300.jpg,aswak_assalam
BOUILLON MOUTON 24 CUBES IDEAL,20.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/145410-300x300.jpg,aswak_assalam
BOUILLON MOUTON 4L KNORR,7.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/12397-300x300.jpg,aswak_assalam
BOUILLON MOUTON BIO 4L IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/33977-300x300.jpg,aswak_assalam
BOUILLON PATES 8 CUBES IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0959305-300x300.jpg,aswak_assalam
BOUILLON PETIT CUBE CELERIE 10 CUBES 40G DAMTI IDEAL,3.7,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/173093-300x300.jpg,aswak_assalam
BOUILLON POISSON 4L KNORR,7.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/28055-300x300.jpg,aswak_assalam
BOUILLON POISSON 8 CUBES IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/73057-300x300.jpg,aswak_assalam
BOUILLON POULET 12L KNORR,22.3,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/28061-300x300.jpg,aswak_assalam
BOUILLON POULET 24 CUBES IDEAL,20.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/145411-300x300.jpg,aswak_assalam
BOUILLON POULET 4L 8 CUBES KNORR,7.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/12394-300x300.jpg,aswak_assalam
BOUILLON POULET BIO 4L IDEAL,6.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/33978-300x300.jpg,aswak_assalam
BOUILLON SMEN 24 CUBES IDEAL,20.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0983276-300x300.jpg,aswak_assalam
BOUILLON SPECIAL HARIRA 8 CUBES IDEAL,7.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0937020-300x300.jpg,aswak_assalam
BOUILON BOEUF 4L KNORR,7.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/31576-300x300.jpg,aswak_assalam
BOULGOUR 500G TIPIAK,46.9,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1245223-300x300.jpg,aswak_assalam
BOUQUET GARNI 18G DUCROS,20.1,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/137690-300x300.jpg,aswak_assalam
CALAMARS A L’HUILE VEGETALE 115G VIGILANTE,36.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/102473-300x300.jpg,aswak_assalam
CALAMARS A LA SAUCE AMERICAINE 80G VIGILANTE,24.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1263994-300x300.jpg,aswak_assalam
CANNELLE MOULUE 100G ROSANA,12.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/106282-300x300.jpg,aswak_assalam
CANNELLONI 250G GRANORO,26.6,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/169961-300x300.jpg,aswak_assalam
CAPELLI D’ANGELO SANS GLUTEN 250G SCHAR,34.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1320796-300x300.jpg,aswak_assalam
CHAMPIGNON 400G JANIS,14.95,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1238373-300x300.jpg,aswak_assalam
CHAMPIGNON COUPE 400G JESSY’S,18.8,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/23464-300x300.jpg,aswak_assalam
CHAMPIGNON EN MORCEAUX 3*185G JANIS,29.95,,Epicerie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1448334-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 3*130G EXOTICO,25.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1356392-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 3*184G BONHEUR,31.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1173913-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 3*184G KHAYRAT,32.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1196961-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 3*184G TAMIMA,36.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1360542-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 370G BONHEUR,16.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1173914-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 400G CARLE,17.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/156922-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 400G MIDO,19.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/59832-300x300.jpg,aswak_assalam
CHAMPIGNONS COUPES 800G MIDO,37.5,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/32425-300x300.jpg,aswak_assalam
CHAMPIGNONS DE PARIS ENTIERS 3*200G BONDUELLE,39.95,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1170781-300x300.jpg,aswak_assalam
CHAMPIGNONS DE PARIS PIEDS ET MORCEAUX 195G TAMIMA,12.8,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1360522-300x300.jpg,aswak_assalam
CHAMPIGNONS DE PARIS PIEDS ET MORCEAUX 370G AYECUE,19.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/50532-300x300.jpg,aswak_assalam
CHAMPIGNONS EN MORCEAUX 200G CARLE,11.4,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/156923-300x300.jpg,aswak_assalam
CHAMPIGNONS EN MORCEAUX 3*200G CARLE,33.2,,Epicerie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/156924-300x300.jpg,aswak_assalam
Beurre de cacahuètes 340g – JANIS,29.85,,Biscuiterie_Confiserie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/11/3-300x300.jpg.webp,aswak_assalam
Fleur de maïs en poudre 180g – ALSA,7.95,,Biscuiterie_Confiserie,ALSA,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/01/4-300x300.jpg.webp,aswak_assalam
Lot de 2 cafés moulus JAVA TIMOR 200g – DUBOIS,68.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/02/3-300x300.jpg.webp,aswak_assalam
Lot de 2 thés verts 4011 en filaments 200g – SULTAN,40.95,,Biscuiterie_Confiserie,SULTAN,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/02/3-300x300.jpg.webp,aswak_assalam
Lot de 3 thés verts en grains 200g – SELHAM,29.95,,Biscuiterie_Confiserie,SELHAM,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/01/3-300x300.jpg.webp,aswak_assalam
Maïs grillés salés 100g Original ou barbecue – X-KORN,12.5,,Biscuiterie_Confiserie,X-KORN,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/12/1-300x300.jpg.webp,aswak_assalam
Miel toutes fleurs 850g – JNANE EL AÂSSAL,61.95,,Biscuiterie_Confiserie,JNANE,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/02/1-300x300.jpg.webp,aswak_assalam
12 CAPSULES ESPRESSO ASTA BLACK (10 ACHETES = 2 GRATUITS),38.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1328743-300x300.jpg,aswak_assalam
225 MORCEAUX DE SUCRE 1KG ENMER,6.15,,Biscuiterie_Confiserie,ENMER,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1240493-300x300.jpg,aswak_assalam
4 BARRES DE CHOCOLAT AU LAIT 40G KITKAT CHUNKY,29.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1460522-300x300.jpg,aswak_assalam
AMANDES EFFILEES 100G MACAO,19.95,,Biscuiterie_Confiserie,MACAO,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/62654-300x300.jpg,aswak_assalam
AMANDES EN POUDRE 100G AIGUEBELLE,21.5,,Biscuiterie_Confiserie,AIGUEBELLE,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1318764-300x300.jpg,aswak_assalam
AMANDES EN POUDRE 100G MACAO,19.95,,Biscuiterie_Confiserie,MACAO,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/62656-300x300.jpg,aswak_assalam
AMANDES GRILLEES 100G ONCLE SAM,24.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/87-300x300.jpg,aswak_assalam
AMANDES GRILLEES 200G ROSANA,45.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/106492-300x300.jpg,aswak_assalam
AMANDES GRILLEES SALEES 120G FANCY,39.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1450471-300x300.jpg,aswak_assalam
AMANDES HACHEES 100G MACAO,19.95,,Biscuiterie_Confiserie,MACAO,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/62655-300x300.jpg,aswak_assalam
AMLOU CACAHUETE 200G JNANE EL AASSAL,15.5,,Biscuiterie_Confiserie,JNANE,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1471997-300x300.jpg,aswak_assalam
AMLOU CACAHUETE 700G JNANE EL AASSAL,47.95,,Biscuiterie_Confiserie,JNANE,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1471999-300x300.jpg,aswak_assalam
ANANAS EN TRANCHES 400G MIDO,35.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/98669-300x300.jpg,aswak_assalam
"ASSORTIMENT DE 24 BOUCHEES FERRERO, RONDNOIR ET RAFFAELLO FERRERO COLLETION",154.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/0968720-300x300.jpg,aswak_assalam
ASSORTIMENT DE CHOCOLATS 180G CREATIONS DELAVIUDA,153.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1461048-300x300.jpg,aswak_assalam
ASSORTIMENT DE CHOCOLATS 200G SELECTION DELAVIUDA,92.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1461045-300x300.jpg,aswak_assalam
ASSORTIMENT DE CHOCOLATS AUX NOISETTES 168G CREATIONS DELAVIUDA,153.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1461049-300x300.jpg,aswak_assalam
ASSORTIMENT DE CHOCOLATS NOIRS 250G WITOR’S,67.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1169373-300x300.jpg,aswak_assalam
ASSORTIMENT DE CHOCOLATS SANS SUCRES AJOUTÉS 200G SELECTION DELAVIUDA,95.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1461046-300x300.jpg,aswak_assalam
BARRE CARAMEL & PEANUTS EXTREM PACK DE 5 UNITES 34G EXCELO,10.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1441445-300x300.jpg,aswak_assalam
BARRE MULTI-CEREALES AU CHOCOLAT AU LAIT 6*21G CEREALITALIA,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455650-300x300.jpg,aswak_assalam
BARRE MULTI-CEREALES AUX MYRTILLES 6*21G CEREALITALIA,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455651-300x300.jpg,aswak_assalam
BARRE MULTI-CEREALES AUX NOIX DE COCO ET CHOCOLAT 6*21G CEREALITALIA,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455653-300x300.jpg,aswak_assalam
BARRE MULTI-CEREALES GOUT CLASSIQUE 6*21G CEREALITALIA,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455648-300x300.jpg,aswak_assalam
BARRE NOUGAT & CARAMEL EXTREM PACK DE 5 UNITES 36G EXCELO,10.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1441446-300x300.jpg,aswak_assalam
BARRE NOUGAT & CHOCOLAT EXTREM PACK DE 5 UNITES 34G EXCELO,10.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1441444-300x300.jpg,aswak_assalam
BARRE PROTEINEE CHOCOLAT GO ON 50G SANTE,17.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1224916-300x300.jpg,aswak_assalam
BARRE PROTEINEE GO ON 50G SANTE,17.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1224914-300x300.jpg,aswak_assalam
BARRES CHOCOLATEES BOITE DE 8 UNITES 100G KINDER,17.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/26935-300x300.jpg,aswak_assalam
BARRES DE CHOCOLAT KIT KAT 36G NESTLE,6.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/25124-300x300.jpg,aswak_assalam
"bâtonnet de glace 120ml, divers parfums – GIGANT YASMINA",14.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/06/1-300x300.jpg.webp,aswak_assalam
BATONNETS CHOCOLAT 160 PIECES MACAO,18.95,,Biscuiterie_Confiserie,MACAO,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/66441-300x300.jpg,aswak_assalam
BEURRE DE CACAHUETES 340G JANIS,29.85,,Biscuiterie_Confiserie,JANIS,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1447294-300x300.jpg,aswak_assalam
BEURRE DE CACAHUETES CRUNCHY SANS HUILE DE PALME 350G SANTE,45.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1381863-300x300.jpg,aswak_assalam
BEURRE DE CACAHUETES SMOOTH SANS HUILE DE PALME 350G SANTE,45.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1381864-300x300.jpg,aswak_assalam
BIGARREAUX ROUGES CONFITS 120G MACAO,12.5,,Biscuiterie_Confiserie,MACAO,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/62651-300x300.jpg,aswak_assalam
BIGARREAUX VERTS CONFITS 120G MACAO,12.5,,Biscuiterie_Confiserie,MACAO,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/62652-300x300.jpg,aswak_assalam
BISCOTTES BLE ENTIER 320G MISURA,35.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1302438-300x300.jpg,aswak_assalam
BISCUIT 135G FILIPINOS BLANCO,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1211354-300x300.jpg,aswak_assalam
BISCUIT 180G EL PRINCIO,15.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/7882-300x300.jpg,aswak_assalam
BISCUIT 2 PIECES DIGESTIVES CHOCOLAT NOIR MCVITIE’S,4.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1291058-300x300.jpg,aswak_assalam
BISCUIT 2 PIECES DIGESTIVES MCVITIE’S,2.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1291056-300x300.jpg,aswak_assalam
BISCUIT 20G HAPPY HIPPO KINDER,6.2,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1407033-300x300.jpg,aswak_assalam
BISCUIT 245G EL PRINCIO,21.5,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/10213-300x300.jpg,aswak_assalam
BISCUIT A L’AVOINE 300G PINGO DOCE,12.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455250-300x300.jpg,aswak_assalam
BISCUIT A LA VANILLE 4 PIECES 60G ROUNDY TOBIGO,2.0,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1458513-300x300.jpg,aswak_assalam
BISCUIT AU CHOCOLAT 135G FILIPINOS,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/24439-300x300.jpg,aswak_assalam
BISCUIT AU CHOCOLAT AU LAIT ET SPECULOOS 128G FILIPINOS,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455677-300x300.jpg,aswak_assalam
BISCUIT AU CHOCOLAT MOOD DARK 135G AMADA,25.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1457931-300x300.jpg,aswak_assalam
BISCUIT CHOCO CHIP COOKIES SANS GLUTEN 200G SCHAR,52.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1264175-300x300.jpg,aswak_assalam
BISCUIT CHOCOLAT & CANNELLE 47G SELENA GOMEZ OREO,3.0,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1470429-300x300.jpg,aswak_assalam
BISCUIT CHOCOLAT & CANNELLE 6*47G PACK SELENA GOMEZ OREO,17.5,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1470430-300x300.jpg,aswak_assalam
BISCUIT CHOCOLAT AU LAIT DIGESTIVE 2 PIECES MCVITIE’S,4.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1291057-300x300.jpg,aswak_assalam
BISCUIT CRACKER SALE CLASSIC 100G GULLON,4.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1450489-300x300.jpg,aswak_assalam
BISCUIT CRACKERS NON SALE 200G DELSER,32.0,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1171672-300x300.jpg,aswak_assalam
BISCUIT CRACKERS SALE 250G DELSER,35.2,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1171671-300x300.jpg,aswak_assalam
BISCUIT CROUSTILLANT B-READY 132G 6 PIECES NUTELLA FERRERO,31.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1291845-300x300.jpg,aswak_assalam
BISCUIT DIGESTIVE 250G MCVITIE’S,29.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/41121-300x300.jpg,aswak_assalam
BISCUIT DIGESTIVE 400G MCVITIE’S,45.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/80724-300x300.jpg,aswak_assalam
BISCUIT DIGESTIVE CHOCOLAT NOIR 200G MCVITIE’S,35.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1167058-300x300.jpg,aswak_assalam
BISCUIT DIGESTIVE LIGHT 250G MCVITIE’S,32.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/128187-300x300.jpg,aswak_assalam
BISCUIT DIGESTIVE LIGHT 400G MCVITIE’S,50.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/128188-300x300.jpg,aswak_assalam
BISCUIT DIGESTIVE SANS GLUTEN 150G SCHAR,38.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1264176-300x300.jpg,aswak_assalam
BISCUIT FOURRE A LA CREME 154G PINGO DOCE,12.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455255-300x300.jpg,aswak_assalam
BISCUIT FOURRE A LA CREME DE FRAISE 240G EL PRINCIO,21.5,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1153927-300x300.jpg,aswak_assalam
BISCUIT FOURRE AL CREME VANILLE 240G EL PRINCIO,21.5,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1153928-300x300.jpg,aswak_assalam
BISCUIT FOURRE CHOCOLAT & CREME 18G TRONKY KINDER,4.6,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1435302-300x300.jpg,aswak_assalam
BISCUIT FOURRE CHOCOLAT & CREME 5*18G TRONKY KINDER,22.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1435303-300x300.jpg,aswak_assalam
BISCUIT GOUT CHOCOLAT 175G MINI BN,36.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/58783-300x300.jpg,aswak_assalam
BISCUIT MARIA 200G PINGO DOCE,8.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1455249-300x300.jpg,aswak_assalam
BISCUIT PICK UP! CHOCOLAT ET LAIT 28G BAHLSEN,7.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1154913-300x300.jpg,aswak_assalam
BISCUIT QUADRATINI CHOCOLAT NOIR 125G LOACKER,27.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1198495-300x300.jpg,aswak_assalam
BISCUIT SABLE 1KG HENRY’S,23.5,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/67039-300x300.jpg,aswak_assalam
BISCUIT SALE SANS GLUTEN 175G SCHAR,54.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1264177-300x300.jpg,aswak_assalam
BISCUIT SANDWICH FOURRE AU CHOCOLAT BAHLSEN HIT,27.5,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/323-300x300.jpg,aswak_assalam
BISCUIT SANDWICH PICK UP! CHOCO 28G BAHLSEN,5.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1102488-300x300.jpg,aswak_assalam
BISCUIT SANDWICH ROUNDY CHOCOLAT PACK 5*45G TOBIGO,9.95,,Biscuiterie_Confiserie,,False,En stock,https://aswakassalam.com/wp-content/uploads/2026/04/1395377-300x300.jpg,aswak_assalam
"Eau minérale 2,5L – AIN SOLTANE",7.3,,Boissons,,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/10/3-300x300.jpg.webp,aswak_assalam
Eau minérale gazeuse 1L – AÏN SOLTANE,6.2,,Boissons,AÏN SOLTANE,False,En stock,https://aswakassalam.com/wp-content/uploads/2025/12/3-300x300.jpg.webp,aswak_assalam
